4K,#genre#
CCTV电视指南,http://114.100.172.144:4022/udp/238.1.79.53:4560
CCTV风云剧场,http://114.100.172.144:4022/udp/238.1.79.62:4632
CCTV风云音乐,http://114.100.172.144:4022/udp/238.1.79.64:4648
CCTV风云足球,http://114.100.172.144:4022/udp/238.1.79.57:4592
CCTV高尔夫网球,http://114.100.172.144:4022/udp/238.1.79.58:4600
CCTV怀旧剧场,http://114.100.172.144:4022/udp/238.1.79.61:4624
CCTV女性时尚,http://114.100.172.144:4022/udp/238.1.79.55:4576
CCTV世界地理,http://114.100.172.144:4022/udp/238.1.79.60:4616
CCTV文化精品,http://114.100.172.144:4022/udp/238.1.79.54:4568
CCTV央视台球,http://114.100.172.144:4022/udp/238.1.79.59:4608
CCTV1,http://home.wscxy.fun:30100/udp/233.18.204.168:5140
CCTV1,http://home.wscxy.fun:30100/udp/233.18.204.52:5140
CCTV2,http://home.wscxy.fun:30100/udp/233.18.204.68:5140
CCTV3,http://home.wscxy.fun:30100/udp/233.18.204.69:5140
CCTV4,http://home.wscxy.fun:30100/udp/233.18.204.70:5140
CCTV5,http://home.wscxy.fun:30100/udp/233.18.204.71:5140
CCTV5+,http://home.wscxy.fun:30100/udp/233.18.204.67:5140
CCTV6,http://home.wscxy.fun:30100/udp/233.18.204.72:5140
CCTV7,http://home.wscxy.fun:30100/udp/233.18.204.73:5140
CCTV8,http://home.wscxy.fun:30100/udp/233.18.204.74:5140
CCTV9,http://home.wscxy.fun:30100/udp/233.18.204.75:5140
CCTV10,http://home.wscxy.fun:30100/udp/233.18.204.76:5140
CCTV11,http://home.wscxy.fun:30100/udp/233.18.204.77:5140
CCTV12,http://home.wscxy.fun:30100/udp/233.18.204.78:5140
CCTV13,http://home.wscxy.fun:30100/udp/233.18.204.79:5140
CCTV14,http://home.wscxy.fun:30100/udp/233.18.204.80:5140
CCTV15,http://home.wscxy.fun:30100/udp/233.18.204.81:5140
CCTV16,http://home.wscxy.fun:30100/udp/233.18.204.82:5140
CCTV17,http://home.wscxy.fun:30100/udp/233.18.204.83:5140
CCTV兵器科技,http://home.wscxy.fun:30100/udp/233.18.204.178:5140
CCTV第一剧场,http://home.wscxy.fun:30100/udp/233.18.204.184:5140
CCTV风云剧场,http://home.wscxy.fun:30100/udp/233.18.204.183:5140
CCTV风云音乐,http://home.wscxy.fun:30100/udp/233.18.204.185:5140
CCTV风云足球,http://home.wscxy.fun:30100/udp/233.18.204.176:5140
CCTV高尔夫网球,http://home.wscxy.fun:30100/udp/233.18.204.181:5140
CCTV怀旧剧场,http://home.wscxy.fun:30100/udp/233.18.204.182:5140
CCTV女性时尚,http://home.wscxy.fun:30100/udp/233.18.204.180:5140
CCTV世界地理,http://home.wscxy.fun:30100/udp/233.18.204.179:5140
CCTV文化精品,http://home.wscxy.fun:30100/udp/233.18.204.186:5140
CCTV央视台球,http://home.wscxy.fun:30100/udp/233.18.204.177:5140
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760148172&jsbk=8ce47519e62b009dfa80f8fbfb2dd932
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85
CCTV4K,http://107.150.60.122/live/cctv4k.m3u8
CCTV8K,http://107.150.60.122/live/cctv8k.m3u8
大陆卫视,#genre#
安徽卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.83:5140
北京卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.206:5140
兵团卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.107:5140
东方卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.229:5140
东南卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.82:5140
甘肃卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.140:5140
广东卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.213:5140
广西卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.183:5140
贵州卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.190:5140
海南卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.178:5140
河北卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.154:5140
河南卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.189:5140
黑龙江卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.211:5140
湖北卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.208:5140
湖南卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.201:5140
吉林卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.188:5140
江苏卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.214:5140
江西卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.63:5140
辽宁卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.62:5140
内蒙古卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.48:5140
宁夏卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.104:5140
青海卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.46:5140
三沙卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.76:5140
厦门卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.75:5140
山东卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.228:5140
山西卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.27:5140
陕西卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.105:5140
深圳卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.212:5140
四川卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.93:5140
天津卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.61:5140
西藏卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.106:5140
新疆卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.100:5140
云南卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.185:5140
浙江卫视,http://jxyxnk.x3322.net:4022/udp/239.252.219.210:5140
重庆卫视,http://jxyxnk.x3322.net:4022/udp/239.252.220.94:5140
安徽卫视,http://180.105.201.175:9981/udp/239.49.8.80:8000
北京卫视,http://180.105.201.175:9981/udp/239.49.8.11:9414
东方卫视,http://180.105.201.175:9981/udp/239.49.8.17:9606
东南卫视,http://180.105.201.175:9981/udp/239.49.8.112:8000
甘肃卫视,http://180.105.201.175:9981/udp/239.49.0.250:8000
广东卫视,http://180.105.201.175:9981/udp/239.49.8.13:9422
广西卫视,http://180.105.201.175:9981/udp/239.49.8.10:8000
贵州卫视,http://180.105.201.175:9981/udp/239.49.8.49:8000
海南卫视,http://180.105.201.175:9981/udp/239.49.8.83:8000
河北卫视,http://180.105.201.175:9981/udp/239.49.8.114:8000
河南卫视,http://180.105.201.175:9981/udp/239.49.8.29:8000
黑龙江卫视,http://180.105.201.175:9981/udp/239.49.8.14:9426
湖北卫视,http://180.105.201.175:9981/udp/239.49.8.8:9632
湖南卫视,http://180.105.201.175:9981/udp/239.49.8.12:9418
吉林卫视,http://180.105.201.175:9981/udp/239.49.8.113:8000
江苏卫视,http://180.105.201.175:9981/udp/239.49.8.16:9602
江苏卫视,http://180.105.201.175:9981/udp/239.49.8.68:9380
江西卫视,http://180.105.201.175:9981/udp/239.49.8.111:8000
辽宁卫视,http://180.105.201.175:9981/udp/239.49.8.48:8000
青海卫视,http://180.105.201.175:9981/udp/239.49.0.81:8000
三沙卫视,http://180.105.201.175:9981/udp/239.49.0.167:8000
山东卫视,http://180.105.201.175:9981/udp/239.49.8.7:9306
深圳卫视,http://180.105.201.175:9981/udp/239.49.8.15:9430
四川卫视,http://180.105.201.175:9981/udp/239.49.8.110:8000
天津卫视,http://180.105.201.175:9981/udp/239.49.8.35:8620
云南卫视,http://180.105.201.175:9981/udp/239.49.0.177:8000
浙江卫视,http://180.105.201.175:9981/udp/239.49.8.20:9618
重庆卫视,http://180.105.201.175:9981/udp/239.49.8.57:9830
安徽卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.183:5146
安徽卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.157:5146
安徽卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.92:5146
北京卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.91:5146
北京卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.151:5146
北京卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.4:5146
兵团卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.77:5146
兵团卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.80:5146
东方卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.98:5146
东方卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.156:5146
东方卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.218:5146
东南卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.146:5146
东南卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.104:5146
甘肃卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.189:5146
广东卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.166:5146
广东卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.84:5146
广东卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.152:5146
广东卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.19:5146
广西卫视,http://liqn.mycloudnas.com:8188/udp/239.253.43.36:5146
广西卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.139:5146
贵州卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.230:5146
贵州卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.221:5146
海南卫视,http://liqn.mycloudnas.com:8188/udp/239.253.43.101:5146
海南卫视,http://liqn.mycloudnas.com:8188/udp/239.253.43.35:5146
河北卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.148:5146
河北卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.214:5146
河南卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.17:5146
河南卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.229:5146
黑龙江卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.124:5146
黑龙江卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.93:5146
黑龙江卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.179:5146
黑龙江卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.6:5146
湖北卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.128:5146
湖北卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.95:5146
湖北卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.174:5146
湖北卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.93:5146
湖南卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.127:5146
湖南卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.88:5146
湖南卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.129:5146
湖南卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.5:5146
吉林卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.150:5146
吉林卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.111:5146
江苏卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.126:5146
江苏卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.90:5146
江苏卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.149:5146
江苏卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.18:5146
江西卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.149:5146
江西卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.219:5146
辽宁卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.123:5146
辽宁卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.161:5146
辽宁卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.103:5146
内蒙古卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.70:5146
内蒙古卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.55:5146
宁夏卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.73:5146
宁夏卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.47:5146
青海卫视,http://liqn.mycloudnas.com:8188/udp/239.253.43.125:5146
青海卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.71:5146
青海卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.70:5146
三沙卫视,http://liqn.mycloudnas.com:8188/udp/239.253.43.113:5146
厦门卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.96:5146
山东卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.132:5146
山东卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.94:5146
山东卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.142:5146
山东卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.153:5146
山西卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.69:5146
山西卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.74:5146
陕西卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.68:5146
陕西卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.54:5146
四川卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.159:5146
四川卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.163:5146
四川卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.215:5146
天津卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.131:5146
天津卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.97:5146
天津卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.141:5146
天津卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.182:5146
西藏卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.74:5146
西藏卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.49:5146
新疆卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.75:5146
新疆卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.53:5146
延边卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.10:5146
延边卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.99:5146
云南卫视,http://liqn.mycloudnas.com:8188/udp/239.253.43.100:5146
云南卫视,http://liqn.mycloudnas.com:8188/udp/239.253.43.37:5146
浙江卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.125:5146
浙江卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.89:5146
浙江卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.150:5146
浙江卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.33:5146
重庆卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.182:5146
重庆卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.162:5146
重庆卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.210:5146
大湾区卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.215:5146
深圳卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.3:5146
深圳卫视,http://liqn.mycloudnas.com:8188/udp/239.77.1.148:5146
深圳卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.92:5146
深圳卫视,http://liqn.mycloudnas.com:8188/udp/239.77.0.130:5146
安徽卫视,http://bigy.timwin.top:5400/udp/239.3.1.211:8064
北京卫视,http://bigy.timwin.top:5400/udp/239.3.1.241:8000
兵团卫视,http://bigy.timwin.top:5400/udp/239.3.1.144:4120
东方卫视,http://bigy.timwin.top:5400/udp/239.3.1.136:8032
东南卫视,http://bigy.timwin.top:5400/udp/239.3.1.156:8148
甘肃卫视,http://bigy.timwin.top:5400/udp/239.3.1.49:8188
广东卫视,http://bigy.timwin.top:5400/udp/239.3.1.142:8048
广西卫视,http://bigy.timwin.top:5400/udp/239.3.1.39:8300
贵州卫视,http://bigy.timwin.top:5400/udp/239.3.1.149:8076
海南卫视,http://bigy.timwin.top:5400/udp/239.3.1.45:8304
河北卫视,http://bigy.timwin.top:5400/udp/239.3.1.148:8072
河南卫视,http://bigy.timwin.top:5400/udp/239.3.1.50:8184
黑龙江卫视,http://bigy.timwin.top:5400/udp/239.3.1.133:8016
湖北卫视,http://bigy.timwin.top:5400/udp/239.3.1.138:8044
湖南卫视,http://bigy.timwin.top:5400/udp/239.3.1.132:8012
吉林卫视,http://bigy.timwin.top:5400/udp/239.3.1.240:8172
江苏卫视,http://bigy.timwin.top:5400/udp/239.3.1.135:8028
江西卫视,http://bigy.timwin.top:5400/udp/239.3.1.123:8164
辽宁卫视,http://bigy.timwin.top:5400/udp/239.3.1.210:8056
内蒙古卫视,http://bigy.timwin.top:5400/udp/239.3.1.43:8176
宁夏卫视,http://bigy.timwin.top:5400/udp/239.3.1.46:8124
青海卫视,http://bigy.timwin.top:5400/udp/239.3.1.44:8184
三沙卫视,http://bigy.timwin.top:5400/udp/239.3.1.155:4120
厦门卫视,http://bigy.timwin.top:5400/udp/239.3.1.143:4120
山东卫视,http://bigy.timwin.top:5400/udp/239.3.1.209:8052
山西卫视,http://bigy.timwin.top:5400/udp/239.3.1.42:8172
陕西卫视,http://bigy.timwin.top:5400/udp/239.3.1.41:8140
深圳卫视,http://bigy.timwin.top:5400/udp/239.3.1.134:8020
四川卫视,http://bigy.timwin.top:5400/udp/239.3.1.29:8288
天津卫视,http://bigy.timwin.top:5400/udp/239.3.1.141:1234
西藏卫视,http://bigy.timwin.top:5400/udp/239.3.1.47:8164
新疆卫视,http://bigy.timwin.top:5400/udp/239.3.1.48:8160
云南卫视,http://bigy.timwin.top:5400/udp/239.3.1.26:8108
浙江卫视,http://bigy.timwin.top:5400/udp/239.3.1.137:8036
重庆卫视,http://bigy.timwin.top:5400/udp/239.3.1.122:8160
安徽卫视,http://47.110.243.216:7088/udp/233.50.200.106:5140
安徽卫视,http://47.110.243.216:7088/udp/233.50.201.113:5140
安徽卫视,http://47.110.243.216:7088/udp/233.50.201.62:5140
北京卫视,http://47.110.243.216:7088/udp/233.50.200.179:5140
北京卫视,http://47.110.243.216:7088/udp/233.50.201.107:5140
北京卫视,http://47.110.243.216:7088/udp/233.50.201.40:5140
兵团卫视,http://47.110.243.216:7088/udp/233.50.201.72:5140
东方卫视,http://47.110.243.216:7088/udp/233.50.200.146:5140
东方卫视,http://47.110.243.216:7088/udp/233.50.201.125:5140
东方卫视,http://47.110.243.216:7088/udp/233.50.201.68:5140
东南卫视,http://47.110.243.216:7088/udp/233.50.201.146:5140
东南卫视,http://47.110.243.216:7088/udp/233.50.201.58:5140
甘肃卫视,http://47.110.243.216:7088/udp/233.50.201.149:5140
广东卫视,http://47.110.243.216:7088/udp/233.50.200.149:5140
广东卫视,http://47.110.243.216:7088/udp/233.50.200.187:5140
广东卫视,http://47.110.243.216:7088/udp/233.50.201.102:5140
广东卫视,http://47.110.243.216:7088/udp/233.50.201.56:5140
广西卫视,http://47.110.243.216:7088/udp/233.50.201.49:5140
贵州卫视,http://47.110.243.216:7088/udp/233.50.201.142:5140
贵州卫视,http://47.110.243.216:7088/udp/233.50.201.69:5140
海南卫视,http://47.110.243.216:7088/udp/233.50.201.55:5140
河北卫视,http://47.110.243.216:7088/udp/233.50.200.105:5140
河北卫视,http://47.110.243.216:7088/udp/233.50.201.140:5140
河北卫视,http://47.110.243.216:7088/udp/233.50.201.50:5140
河南卫视,http://47.110.243.216:7088/udp/233.50.201.144:5140
河南卫视,http://47.110.243.216:7088/udp/233.50.201.44:5140
黑龙江卫视,http://47.110.243.216:7088/udp/233.50.200.189:5140
黑龙江卫视,http://47.110.243.216:7088/udp/233.50.201.115:5140
黑龙江卫视,http://47.110.243.216:7088/udp/233.50.201.42:5140
湖北卫视,http://47.110.243.216:7088/udp/233.50.200.147:5140
湖北卫视,http://47.110.243.216:7088/udp/233.50.201.114:5140
湖北卫视,http://47.110.243.216:7088/udp/233.50.201.43:5140
湖南卫视,http://47.110.243.216:7088/udp/233.50.200.190:5140
湖南卫视,http://47.110.243.216:7088/udp/233.50.201.103:5140
湖南卫视,http://47.110.243.216:7088/udp/233.50.201.52:5140
吉林卫视,http://47.110.243.216:7088/udp/233.50.201.48:5140
江苏卫视,http://47.110.243.216:7088/udp/233.50.200.144:5140
江苏卫视,http://47.110.243.216:7088/udp/233.50.201.106:5140
江苏卫视,http://47.110.243.216:7088/udp/233.50.201.41:5140
江西卫视,http://47.110.243.216:7088/udp/233.50.200.119:5140
江西卫视,http://47.110.243.216:7088/udp/233.50.201.145:5140
江西卫视,http://47.110.243.216:7088/udp/233.50.201.53:5140
辽宁卫视,http://47.110.243.216:7088/udp/233.50.201.141:5140
辽宁卫视,http://47.110.243.216:7088/udp/233.50.201.60:5140
内蒙古卫视,http://47.110.243.216:7088/udp/233.50.201.148:5140
宁夏卫视,http://47.110.243.216:7088/udp/233.50.201.57:5140
青海卫视,http://47.110.243.216:7088/udp/233.50.201.65:5140
山东卫视,http://47.110.243.216:7088/udp/233.50.201.105:5140
山东卫视,http://47.110.243.216:7088/udp/233.50.201.64:5140
山西卫视,http://47.110.243.216:7088/udp/233.50.201.51:5140
陕西卫视,http://47.110.243.216:7088/udp/233.50.201.59:5140
深圳卫视,http://47.110.243.216:7088/udp/233.50.200.188:5140
深圳卫视,http://47.110.243.216:7088/udp/233.50.201.101:5140
深圳卫视,http://47.110.243.216:7088/udp/233.50.201.45:5140
四川卫视,http://47.110.243.216:7088/udp/233.50.200.118:5140
四川卫视,http://47.110.243.216:7088/udp/233.50.201.139:5140
四川卫视,http://47.110.243.216:7088/udp/233.50.201.61:5140
天津卫视,http://47.110.243.216:7088/udp/233.50.200.104:5140
天津卫视,http://47.110.243.216:7088/udp/233.50.201.104:5140
天津卫视,http://47.110.243.216:7088/udp/233.50.201.47:5140
西藏卫视,http://47.110.243.216:7088/udp/233.50.201.70:5140
云南卫视,http://47.110.243.216:7088/udp/233.50.200.115:5140
云南卫视,http://47.110.243.216:7088/udp/233.50.201.46:5140
浙江卫视,http://47.110.243.216:7088/udp/233.50.200.145:5140
浙江卫视,http://47.110.243.216:7088/udp/233.50.200.231:5140
浙江卫视,http://47.110.243.216:7088/udp/233.50.201.100:5140
浙江卫视,http://47.110.243.216:7088/udp/233.50.201.27:5140
重庆卫视,http://47.110.243.216:7088/udp/233.50.200.114:5140
重庆卫视,http://47.110.243.216:7088/udp/233.50.201.143:5140
重庆卫视,http://47.110.243.216:7088/udp/233.50.201.66:5140
安徽卫视,http://117.8.140.80:4022/udp/225.1.1.127:5002
北京卫视,http://117.8.140.80:4022/udp/225.1.1.113:5002
兵团卫视,http://117.8.140.80:4022/udp/225.1.1.57:5002
东方卫视,http://117.8.140.80:4022/udp/225.1.2.31:5002
东南卫视,http://117.8.140.80:4022/udp/225.1.2.235:5002
甘肃卫视,http://117.8.140.80:4022/udp/225.1.1.159:5002
广东卫视,http://117.8.140.80:4022/udp/225.1.1.116:5002
广西卫视,http://117.8.140.80:4022/udp/225.1.2.81:5002
贵州卫视,http://117.8.140.80:4022/udp/225.1.2.28:5002
海南卫视,http://117.8.140.80:4022/udp/225.1.2.82:5002
河北卫视,http://117.8.140.80:4022/udp/225.1.2.27:5002
河南卫视,http://117.8.140.80:4022/udp/225.1.2.61:5002
黑龙江卫视,http://117.8.140.80:4022/udp/225.1.1.115:5002
湖北卫视,http://117.8.140.80:4022/udp/225.1.1.147:5002
湖南卫视,http://117.8.140.80:4022/udp/225.1.1.114:5002
吉林卫视,http://117.8.140.80:4022/udp/225.1.2.26:5002
江苏卫视,http://117.8.140.80:4022/udp/225.1.1.126:5002
江西卫视,http://117.8.140.80:4022/udp/225.1.2.29:5002
辽宁卫视,http://117.8.140.80:4022/udp/225.1.1.154:5002
内蒙古卫视,http://117.8.140.80:4022/udp/225.1.1.32:5002
宁夏卫视,http://117.8.140.80:4022/udp/225.1.1.56:5002
青海卫视,http://117.8.140.80:4022/udp/225.1.1.251:5002
三沙卫视,http://117.8.140.80:4022/udp/225.1.1.182:5002
山东卫视,http://117.8.140.80:4022/udp/225.1.1.148:5002
山西卫视,http://117.8.140.80:4022/udp/225.1.1.50:5002
陕西卫视,http://117.8.140.80:4022/udp/225.1.1.41:5002
深圳卫视,http://117.8.140.80:4022/udp/225.1.1.117:5002
四川卫视,http://117.8.140.80:4022/udp/225.1.1.123:5002
天津卫视,http://117.8.140.80:4022/udp/225.1.1.111:5002
西藏卫视,http://117.8.140.80:4022/udp/225.1.1.51:5002
新疆卫视,http://117.8.140.80:4022/udp/225.1.1.35:5002
云南卫视,http://117.8.140.80:4022/udp/225.1.1.250:5002
浙江卫视,http://117.8.140.80:4022/udp/225.1.1.112:5002
重庆卫视,http://117.8.140.80:4022/udp/225.1.1.155:5002
安徽卫视,http://114.100.172.144:4022/udp/238.1.78.150:7072
安徽卫视,http://114.100.172.144:4022/udp/238.1.79.27:4328
北京卫视,http://114.100.172.144:4022/udp/238.1.78.162:7168
兵团卫视,http://114.100.172.144:4022/udp/238.1.78.104:6704
东方卫视,http://114.100.172.144:4022/udp/238.1.78.163:7176
东南卫视,http://114.100.172.144:4022/udp/238.1.78.22:6104
甘肃卫视,http://114.100.172.144:4022/udp/238.1.79.36:4400
广东卫视,http://114.100.172.144:4022/udp/238.1.78.161:7160
广西卫视,http://114.100.172.144:4022/udp/238.1.78.70:6432
贵州卫视,http://114.100.172.144:4022/udp/238.1.78.244:7824
海南卫视,http://114.100.172.144:4022/udp/238.1.79.49:4504
河北卫视,http://114.100.172.144:4022/udp/238.1.78.245:7832
河南卫视,http://114.100.172.144:4022/udp/238.1.79.65:4632
黑龙江卫视,http://114.100.172.144:4022/udp/238.1.78.159:7144
湖北卫视,http://114.100.172.144:4022/udp/238.1.78.168:7216
湖南卫视,http://114.100.172.144:4022/udp/238.1.78.160:7152
吉林卫视,http://114.100.172.144:4022/udp/238.1.79.48:4496
江苏卫视,http://114.100.172.144:4022/udp/238.1.78.165:7192
江西卫视,http://114.100.172.144:4022/udp/238.1.78.26:6136
辽宁卫视,http://114.100.172.144:4022/udp/238.1.78.21:6096
内蒙古卫视,http://114.100.172.144:4022/udp/238.1.78.103:6696
宁夏卫视,http://114.100.172.144:4022/udp/238.1.78.109:6744
青海卫视,http://114.100.172.144:4022/udp/238.1.78.102:6688
三沙卫视,http://114.100.172.144:4022/udp/238.1.78.27:6144
厦门卫视,http://114.100.172.144:4022/udp/238.1.78.246:7840
山东卫视,http://114.100.172.144:4022/udp/238.1.78.169:7224
山西卫视,http://114.100.172.144:4022/udp/238.1.78.95:6632
陕西卫视,http://114.100.172.144:4022/udp/238.1.78.88:6576
深圳卫视,http://114.100.172.144:4022/udp/238.1.78.156:7120
四川卫视,http://114.100.172.144:4022/udp/238.1.78.30:6168
天津卫视,http://114.100.172.144:4022/udp/238.1.78.20:6088
西藏卫视,http://114.100.172.144:4022/udp/238.1.78.101:6680
新疆卫视,http://114.100.172.144:4022/udp/238.1.78.110:6752
云南卫视,http://114.100.172.144:4022/udp/238.1.78.89:6584
浙江卫视,http://114.100.172.144:4022/udp/238.1.78.164:7184
重庆卫视,http://114.100.172.144:4022/udp/238.1.78.31:6176
安徽卫视,http://home.wscxy.fun:30100/udp/233.18.204.93:5140
北京卫视,http://home.wscxy.fun:30100/udp/233.18.204.87:5140
兵团卫视,http://home.wscxy.fun:30100/udp/233.18.204.221:5140
东方卫视,http://home.wscxy.fun:30100/udp/233.18.204.51:5140
东南卫视,http://home.wscxy.fun:30100/udp/233.18.204.94:5140
甘肃卫视,http://home.wscxy.fun:30100/udp/233.18.204.110:5140
广东卫视,http://home.wscxy.fun:30100/udp/233.18.204.88:5140
广西卫视,http://home.wscxy.fun:30100/udp/233.18.204.107:5140
贵州卫视,http://home.wscxy.fun:30100/udp/233.18.204.101:5140
河北卫视,http://home.wscxy.fun:30100/udp/233.18.204.103:5140
